iteration,timestamp,duration,GPU utilization,CPU utilization,GPU memory
1,331556389,309507533,10,107.0,6403457024
2,833537490,121571803,100,115.1,6808207360
3,1255852956,120115491,100,116.5,6808207360
4,1678254294,120663759,93,124.3,6808207360
5,2098998418,121842997,95,131.3,6808207360
6,2517300235,123225027,98,121.6,6808207360
7,2937552821,123378479,100,129.6,6808207360
8,3353923700,123047624,100,121.9,6808207360
9,3770120266,123684634,100,121.2,6808207360
10,4186296972,123795535,100,121.1,6808207360
11,4602749912,123491271,100,121.4,6808207360
12,5018740895,123118515,100,129.9,6808207360
13,5435659403,123563122,99,129.4,6808207360
14,5852383726,124008978,100,129.0,6808207360
15,6268339070,123363089,100,121.5,6808207360
16,6684605927,123949038,99,129.0,6808207360
17,7101873558,123355579,98,129.6,6808207360
18,7518121056,123580092,100,121.3,6808207360
19,7934323112,123584492,100,121.3,6808207360
20,8350241065,123414770,100,129.6,6808207360
21,8769268862,121964848,100,131.1,6808207360
22,9189061061,123419970,100,121.5,6808207360
23,9610915442,123973868,100,120.9,6808207360
24,10032575448,123306658,100,137.8,6808207360
25,10456938745,122789380,99,122.1,6808207360
26,10882492500,123329809,95,121.6,6808207360
27,11305294613,124049619,97,137.0,6808207360
28,11722672716,123577062,100,129.4,6808207360
29,12140936974,124034369,100,128.9,6808207360
30,12559594416,124208791,100,120.7,6808207360
31,12978027835,124254941,100,128.7,6808207360
32,13398232461,124883502,100,128.1,6808207360
33,13818412126,124650378,100,120.3,6808207360
34,14236040614,123990819,100,129.0,6808207360
35,14653620720,124117320,100,120.8,6808207360
36,15071486861,123756125,100,129.2,6808207360
37,15489664727,124228862,99,120.7,6808207360
38,15909291153,125212186,99,127.7,6808207360
39,16327326426,123770494,100,129.2,6808207360
40,16745084726,124020059,100,129.0,6808207360
41,17163929931,124449804,100,128.5,6808207360
42,17582575284,124761220,100,120.2,6808207360
43,18005785574,124363804,100,128.6,6808207360
44,18427396219,124206371,100,120.7,6808207360
45,18847641736,125248977,100,127.7,6808207360
46,19271126589,123931248,100,129.0,6808207360
47,19695232642,123406789,96,129.6,6808207360
48,20113321277,122026930,99,122.9,6808207360
49,20532921033,123502991,100,121.4,6808207360
50,20949775219,123417949,100,121.5,6808207360
51,21367750922,124152671,100,128.8,6808207360
52,21790122399,122929213,100,130.1,6808207360
53,22209620363,123096304,100,121.8,6808207360
54,22627168710,124430935,100,128.5,6808207360
55,23042077437,123081524,100,129.9,6808207360
56,23457538343,123624073,100,121.2,6808207360
57,23874410189,123656533,99,129.3,6808207360
58,24289974706,123296508,99,121.6,6808207360
59,24706532338,124274803,99,120.6,6808207360
60,25122420189,123341848,100,129.7,6808207360
61,25539134194,123958508,100,129.0,6808207360
62,25957555132,123695944,100,121.2,6808207360
63,26375796559,123892646,100,129.1,6808207360
64,26792985230,123753815,99,129.2,6808207360
65,27210647568,123959847,99,121.0,6808207360
66,27628686442,123947248,99,129.0,6808207360
67,28046472321,124283492,99,128.7,6808207360
68,28465272365,124597586,98,128.4,6808207360
69,28888669978,123262908,95,121.6,6808207360
70,29305495124,123939918,99,121.0,6808207360
71,29727800820,123145935,100,113.6,6808207360
72,30153859172,122792761,100,130.2,6808207360
73,30571242656,123864466,100,121.0,6808207360
74,30988895504,124145441,100,128.8,6808207360
75,31411091798,123311248,96,129.7,6808207360
76,31834018074,124556666,97,120.4,6808207360
77,32264994998,123946347,93,129.0,6808207360
78,32684939210,124033279,98,137.0,6808207360
79,33103708324,123865126,98,137.2,6808207360
80,33526344785,123868816,100,129.1,6808207360
81,33949622186,124231032,100,128.7,6808207360
82,34373368423,124802799,100,128.1,6808207360
83,34800944227,124205801,95,112.7,6808207360
84,35226033435,124101650,95,120.8,6808207360
85,35646544065,124594867,99,128.4,6808207360
86,36065255118,124213141,99,128.8,6808207360
87,36484448579,124269123,99,128.7,6808207360
88,36903926493,124610537,98,120.3,6808207360
89,37322774159,124395324,100,128.6,6808207360
90,37743452691,125107445,100,127.8,6808207360
91,38163341092,125297997,100,119.7,6808207360
92,38583530317,125256547,100,119.7,6808207360
93,39003039922,124551106,99,128.4,6808207360
94,39421624263,124545216,99,136.4,6808207360
95,39841475354,124695789,98,120.2,6808207360
96,40260639794,124578027,99,128.4,6808207360
97,40681455238,125500090,99,127.4,6808207360
98,41102613868,125445790,99,127.5,6808207360
99,41522779492,124881991,100,128.1,6808207360
100,41942435770,124525057,100,120.4,6808207360
101,42362159338,125343768,100,127.6,6808207360
102,42781967398,125043133,100,135.9,6808207360
103,43209292748,123914478,95,137.1,6808207360
104,43631667646,125050814,99,119.9,6808207360
105,44053202540,124955972,99,128.0,6808207360
106,44476836107,124726469,97,128.2,6808207360
107,44904947029,128148859,96,124.8,6808207360
108,45332386890,124030619,100,137.0,6808207360
109,45752835589,124635817,100,128.3,6808207360
110,46172140092,124374204,100,128.6,6808207360
111,46593928550,125179726,100,127.8,6808207360
112,47019064778,124906801,96,120.0,6808207360
113,47442710755,124678298,98,128.3,6808207360
114,47864291380,124814489,98,128.1,6808207360
115,48290692587,125412859,97,127.5,6808207360
116,48716164330,124752890,100,128.2,6808207360
117,49142038309,125010943,100,127.9,6808207360
118,49567456171,124486745,100,120.5,6808207360
119,49989786068,125274478,100,135.6,6808207360
120,50417176780,124946252,96,128.0,6808207360
121,50842876356,124659348,96,128.3,6808207360
122,51264041566,125280758,99,119.7,6808207360
123,51686507394,125911456,99,127.0,6808207360
124,52109624912,125484769,100,127.5,6808207360
125,52538233532,124763179,100,120.2,6808207360
126,52967474621,124744540,100,128.2,6808207360
127,53394392915,125214356,100,119.7,6808207360
128,53815574644,124747409,99,128.2,6808207360
129,54245786158,124571327,94,136.4,6808207360
130,54677040776,125721674,95,127.2,6808207360
131,55103901369,124293853,98,120.6,6808207360
132,55533898379,125359877,100,135.6,6808207360
133,55962077612,125131115,100,135.8,6808207360
134,56387093859,126721859,100,134.1,6808207360
135,56813707008,125333827,97,127.6,6808207360
136,57241930512,124292563,95,128.7,6808207360
137,57665102721,125876276,98,119.1,6808207360
138,58088455963,125459439,99,119.5,6808207360
139,58510751580,125765535,100,135.1,6808207360
140,58932612729,125962057,100,127.0,6808207360
141,59354173014,124965882,100,128.0,6808207360
142,59777831501,126368803,100,126.6,6808207360
143,60200278469,125370748,100,119.6,6808207360
144,60621657332,124860941,100,128.1,6808207360
145,61043346010,125487241,99,127.5,6808207360
146,61466267475,125259397,99,127.7,6808207360
147,61895668376,124914431,95,128.0,6808207360
148,62326751231,124540516,100,120.4,6808207360
149,62754055442,125289947,100,135.6,6808207360
150,63177085149,125091615,100,127.9,6808207360
151,63600027664,125258686,100,127.7,6808207360
152,64025645660,125150695,97,119.8,6808207360
153,64455203413,124567487,95,136.4,6808207360
154,64878028177,125337697,99,135.6,6808207360
155,65300205222,125035494,100,127.9,6808207360
156,65723443552,125686633,100,127.3,6808207360
157,66147887169,125596852,100,127.3,6808207360
158,66570295528,125729804,100,135.2,6808207360
159,66996470291,124889012,100,136.1,6808207360
160,67423068930,125445259,100,119.6,6808207360
161,67849380256,124654937,97,136.3,6808207360
162,68274741958,125469201,97,135.4,6808207360
163,68697910786,125409310,99,127.5,6808207360
164,69123451060,125259376,100,119.7,6808207360
165,69550580038,125254477,100,127.7,6808207360
166,69974561199,126491625,100,126.4,6808207360
167,70396787594,125230236,100,127.7,6808207360
168,70819731520,125644133,100,127.3,6808207360
169,71243279085,125512301,99,127.4,6808207360
170,71670486223,125173635,96,135.8,6808207360
171,72097699262,125272607,98,127.7,6808207360
172,72522115740,125858776,100,127.1,6808207360
173,72946744140,125995817,100,126.9,6808207360
174,73369728886,125971756,100,134.9,6808207360
175,73792649632,125574512,100,127.4,6808207360
176,74216824816,125662502,100,127.3,6808207360
177,74640737836,126121719,99,126.8,6808207360
178,75065963856,126264592,99,126.7,6808207360
179,75488844340,126125780,99,126.8,6808207360
180,75918698148,124790519,100,120.2,6808207360
181,76346501756,125274378,100,119.7,6808207360
182,76775637783,124369414,100,120.6,6808207360
183,77200384845,125979937,100,127.0,6808207360
184,77623832968,125335497,100,127.6,6808207360
185,78053713806,125343148,95,127.6,6808207360
186,78481582545,129478860,97,131.2,6808207360
187,78912825363,126234321,100,118.8,6808207360
188,79335314682,125342358,100,127.6,6808207360
189,79759437785,126173920,100,134.7,6808207360
190,80184440231,126023097,100,126.9,6808207360
191,80608925480,126747709,100,126.2,6808207360
192,81034271721,125784195,100,127.2,6808207360
193,81459539451,126415103,99,126.5,6808207360
194,81885005894,126197580,99,118.8,6808207360
195,82309260529,126431074,100,126.5,6808207360
196,82733917990,125708383,100,127.3,6808207360
197,83158542700,126100849,100,126.8,6808207360
198,83583144511,126214751,100,126.7,6808207360
199,84007687500,127108924,100,125.8,6808207360
200,84431424838,125435549,100,119.5,6808207360
201,84854947132,125544292,99,119.4,6808207360
202,85287064903,125813485,95,135.1,6808207360
203,85717703732,125784245,100,135.1,6808207360
204,86145576941,125746594,100,119.2,6808207360
205,86571368549,125935707,100,127.0,6808207360
206,86995983759,125923247,100,127.0,6808207360
207,87423029625,126332572,99,126.6,6808207360
208,87854145682,125673133,95,127.3,6808207360
209,88279060117,125775485,99,135.1,6808207360
210,88707532214,129944276,100,123.1,6808207360
211,89139819607,125472160,100,127.5,6808207360
212,89572291084,125430200,100,127.5,6808207360
213,89998209203,125642712,100,127.3,6808207360
214,90428420376,125707884,100,127.2,6808207360
215,90852493468,125531740,99,127.4,6808207360
216,91277527715,126343293,99,126.6,6808207360
217,91702273327,126399154,100,126.6,6808207360
218,92130603823,129242225,100,131.5,6808207360
219,92561038709,125656463,100,127.3,6808207360
220,92987314354,127645572,100,133.1,6808207360
221,93416204507,125318088,100,135.6,6808207360
222,93844540832,125838145,97,119.2,6808207360
223,94273225913,125109445,97,127.8,6808207360
224,94703560268,125995278,100,119.0,6808207360
225,95132768826,125790934,100,127.1,6808207360
226,95559246474,126532305,100,134.3,6808207360
227,95985667431,125948497,100,127.0,6808207360
228,96409964997,126063029,100,126.9,6808207360
229,96835051824,126139889,100,126.8,6808207360
230,97260428706,126473945,99,126.5,6808207360
231,97687238919,127462480,99,125.5,6808207360
232,98111933010,125833745,100,119.2,6808207360
233,98537399323,126117590,100,126.8,6808207360
234,98962641283,126597737,100,126.4,6808207360
235,99392748114,125792445,100,127.1,6808207360
236,99822785864,126400563,100,126.6,6808207360
237,100247210152,126109710,100,134.7,6808207360
238,100673161002,126830310,99,126.1,6808207360
239,101099841503,126623436,100,126.3,6808207360
240,101525635281,126391923,100,126.5,6808207360
241,101950347713,126104200,100,126.8,6808207360
242,102376637768,126549325,100,126.4,6808207360
243,102802419755,127117893,100,133.7,6808207360
244,103228433097,126785010,100,126.1,6808207360
245,103655017266,126164590,99,134.7,6808207360
246,104081164109,127469259,99,117.6,6808207360
247,104507915501,126507116,100,118.5,6808207360
248,104935303032,126513466,100,134.3,6808207360
249,105370460028,125399219,100,135.5,6808207360
250,105803393381,125649742,100,119.3,6808207360
251,106234516808,125377878,100,135.5,6808207360
252,106660189714,126895321,99,126.0,6808207360
253,107086741532,126427844,99,126.5,6808207360
254,107514164414,126604146,100,126.3,6808207360
255,107940494910,127354908,100,125.6,6808207360
256,108365819031,126355763,100,126.6,6808207360
257,108792818316,126570795,100,118.5,6808207360
258,109223519747,131632361,100,136.7,6808207360
259,109655299313,125920707,95,135.0,6808207360
260,110086822475,126220811,96,126.7,6808207360
261,110519945911,126534165,100,126.4,6808207360
262,110945184300,126251211,100,126.7,6808207360
263,111372653123,126670798,100,118.3,6808207360
264,111799789561,127598922,99,133.2,6808207360
265,112225919703,126227270,100,126.7,6808207360
266,112652312920,126209282,100,126.7,6808207360
267,113078575705,127679463,99,125.3,6808207360
268,113505342367,126457514,100,118.6,6808207360
269,113932421053,126361543,100,126.6,6808207360
270,114361755174,126477615,100,118.6,6808207360
271,114786808481,126636178,100,126.3,6808207360
272,115220255871,126025478,95,126.9,6808207360
273,115647524031,126957132,99,126.0,6808207360
274,116075378379,127109525,99,133.7,6808207360
275,116501301359,126531756,100,126.4,6808207360
276,116926785472,126621476,100,126.3,6808207360
277,117353699836,126821391,100,126.1,6808207360
278,117785357301,125135345,95,127.8,6808207360
279,118218490246,126571515,96,110.6,6808207360
280,118652569126,126065238,95,118.9,6808207360
281,119084632337,125046614,97,127.9,6808207360
282,119521054151,125993847,100,126.9,6808207360
283,119950670155,126432965,100,126.5,6808207360
284,120378342851,127530010,98,125.4,6808207360
285,120804964911,126311072,99,126.6,6808207360
286,121231766294,126569126,99,134.3,6808207360
287,121659967047,126006178,97,111.1,6808207360
288,122086594337,127003872,100,125.9,6808207360
289,122521500819,125937137,100,127.0,6808207360
290,122956051316,126764679,100,134.0,6808207360
291,123384498443,125209966,97,119.7,6808207360
292,123811470178,126763379,99,126.2,6808207360
293,124243842533,125305777,95,127.6,6808207360
294,124671436777,126695659,99,126.2,6808207360
295,125099298685,127908256,100,132.9,6808207360
296,125528606205,129522149,100,123.5,6808207360
297,125960849378,126302952,100,126.6,6808207360
298,126395058700,126511025,95,134.3,6808207360
299,126825564397,126801419,97,118.2,6808207360
300,127260167715,126827110,95,126.1,6808207360
301,127698865623,126329332,100,126.6,6808207360
302,128128586309,126154600,100,118.9,6808207360
303,128555363841,126690178,100,126.2,6808207360
304,128987704975,130368281,96,130.3,6808207360
305,129422001318,124898411,93,128.1,6808207360
306,129858635566,125799255,93,127.1,6808207360
307,130295430076,126404344,100,134.4,6808207360
308,130726507002,126553796,100,118.5,6808207360
309,131153416066,127311247,100,125.6,6808207360
310,131586092416,125718424,95,135.2,6808207360
311,132016396330,126794320,97,110.4,6808207360
312,132449566306,126218411,95,126.7,6808207360
313,132876489410,126781269,99,126.1,6808207360
314,133303584388,127165535,100,125.8,6808207360
315,133730961569,126966742,100,126.0,6808207360
316,134157630179,126736668,100,126.2,6808207360
317,134585161573,126703038,99,126.2,6808207360
318,135013037842,127714114,98,125.2,6808207360
319,135445201473,126458525,96,126.5,6808207360
320,135875847922,127009513,96,125.9,6808207360
321,136303329975,127212725,100,125.7,6808207360
322,136731663281,127615092,100,125.3,6808207360
323,137157678212,126472175,100,126.5,6808207360
324,137584791319,126552226,99,118.5,6808207360
325,138013229496,127805185,99,125.1,6808207360
326,138440556636,126745419,99,126.2,6808207360
327,138867201466,126694938,99,126.2,6808207360
328,139294543187,126466644,100,134.4,6808207360
329,139720314665,126719339,100,126.2,6808207360
330,140147072026,126534376,100,126.4,6808207360
331,140574047861,126329133,100,126.6,6808207360
332,141001868040,127238056,99,117.9,6808207360
333,141430237665,127590871,99,125.3,6808207360
334,141856951426,126584967,99,126.3,6808207360
335,142283487145,126301681,100,126.6,6808207360
336,142711712709,128081168,100,124.9,6808207360
337,143140088275,127222346,100,133.6,6808207360
338,143567710259,127257296,100,125.7,6808207360
339,143995132321,126668617,99,134.2,6808207360
340,144422660975,126545036,99,126.4,6808207360
341,144851522568,127923316,99,125.0,6808207360
342,145278476922,126815269,100,126.1,6808207360
343,145706287901,126875811,100,126.1,6808207360
