timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-03T14:23:57,energy-efficiency,71d4b876-45fb-4115-aa02-27ff402a8558,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,296.3524112403393,0.00018417379954712882,6.214688747639898e-07,360.0,204.6955342763223,10.0,0.029631404216960075,0.016321528612778025,0.0008230876974968448,0.046776020527234924,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N,1.0,0.0
