iteration,timestamp,duration,GPU utilization,CPU utilization,GPU memory
1,6778942324,1761563221,100,101.2,23941939200
2,13328774741,1588054862,100,100.1,23941939200
3,19714150020,1587598776,100,100.8,23941939200
4,25992109907,1594377679,100,100.3,23941939200
5,32359874359,1589790626,100,100.6,23941939200
6,38687626697,1597398101,100,100.8,23941939200
7,44970430062,1598791581,100,100.1,23941939200
8,51321964589,1600104039,100,100.6,23941939200
9,68446081875,1602968008,100,100.4,23941939200
10,74684586596,1598921672,100,100.7,23941939200
11,81054475468,1603184352,100,99.8,23941939200
12,87340957672,1603110380,100,100.4,23941939200
13,93720136293,1605350941,100,100.3,23941939200
14,100020548701,1614752802,100,100.3,23941939200
15,106423802366,1607304818,100,99.5,23941939200
16,112825395447,1610785646,100,100.6,23941939200
17,119080162003,1616563757,100,99.6,23941939200
18,125421786973,1611338495,100,99.9,23941939200
19,131797494175,1611194472,100,100.5,23941939200
20,138056175944,1605534494,100,100.3,23941939200
21,144410380459,1611689190,100,99.9,23941939200
22,150708980572,1609754483,100,100.0,23941939200
23,157049825742,1613335593,100,100.4,23941939200
24,163386893838,1611249373,100,100.5,23941939200
25,169702406506,1615978859,100,100.2,23941939200
26,176002370868,1609979666,100,100.0,23941939200
27,182378179852,1619487267,100,100.6,23941939200
28,188697430972,1617810234,100,100.1,23941939200
29,195070131702,1611176043,100,99.9,23941939200
30,201373715305,1603122581,100,99.8,23941939200
31,207678437142,1606638759,100,100.2,23941939200
32,214030211203,1604732772,100,100.3,23941939200
33,220323819307,1609339157,100,100.0,23941939200
34,226621917984,1611142532,100,99.9,23941939200
35,232947873066,1607292039,100,100.2,23941939200
36,239258292764,1611683460,100,99.9,23941939200
37,245617338545,1612201787,100,99.9,23941939200
38,251898134611,1613945781,100,100.4,23941939200
39,258179146200,1608108470,100,100.1,23941939200
40,264525024299,1609926645,100,100.0,23941939200
41,270834842808,1609366837,100,100.7,23941939200
42,277173138941,1608383024,100,100.1,23941939200
43,283454187592,1608720608,100,100.1,23941939200
44,289748548356,1613572395,100,99.8,23941939200
45,296085991728,1611187433,100,99.9,23941939200
46,302384241176,1613371693,100,99.8,23941939200
47,307934398580,1413045894,100,99.8,23941939200
