iteration,timestamp,duration,GPU utilization,CPU utilization,GPU memory
1,1849672404,1124492679,100,99.6,23910481920
2,3540580653,1111217649,100,99.9,23941939200
3,5191314740,1111631386,100,100.7,23941939200
4,6840021589,1111207909,100,99.9,23941939200
5,8491677328,1110893435,100,99.9,23941939200
6,10147602025,1118027281,100,100.1,23941939200
7,11806220999,1118600268,100,100.1,23941939200
8,13461212373,1113440150,100,100.6,23941939200
9,15118432458,1112703860,100,100.6,23941939200
10,16774423366,1112971563,100,99.7,23941939200
11,18429234758,1113815965,100,99.6,23941939200
12,20086468102,1115526958,100,99.5,23941939200
13,21740436563,1115874642,100,99.4,23941939200
14,23394585196,1115209304,100,100.4,23941939200
15,25070609334,1116601592,100,100.3,23941939200
16,26733329633,1116448931,100,100.3,23941939200
17,28392746047,1118140983,100,100.1,23941939200
18,30053466688,1118487077,100,100.1,23941939200
19,31714580856,1120496065,100,99.9,23941939200
20,33381888897,1119138867,100,100.0,23941939200
21,35050641686,1118684770,100,100.1,23941939200
22,36718667507,1121180643,100,99.9,23941939200
23,38389775349,1118770692,100,100.1,23941939200
24,40066981143,1124296846,100,99.6,23941939200
25,41748016100,1121197244,100,99.9,23941939200
26,43422199413,1123075510,100,99.7,23941939200
27,45092557725,1124680592,100,100.4,23941939200
28,46764828243,1125477282,100,100.4,23941939200
29,48434243622,1125080336,100,100.4,23941939200
30,50115159717,1128593454,100,100.1,23941939200
31,51793593497,1127138664,100,100.2,23941939200
32,53471778725,1125153967,100,99.5,23941939200
33,55153061985,1127359738,100,101.1,23941939200
34,56834587677,1126336304,100,100.3,23941939200
35,58530970081,1127852583,100,99.3,23941939200
36,60208662332,1128750317,100,100.1,23941939200
37,61879053414,1127750713,100,100.2,23941939200
38,63551217331,1127301536,100,100.2,23941939200
39,65232110035,1127173896,100,100.2,23941939200
40,66913307063,1129038270,100,100.9,23941939200
41,68592864679,1128067407,100,100.1,23941939200
42,70269781159,1125391581,100,99.5,23941939200
43,71949420057,1127473849,100,100.2,23941939200
44,73629079585,1127844283,100,99.3,23941939200
45,75308900944,1128241289,100,100.1,23941939200
46,76995528296,1129201473,100,99.2,23941939200
47,78677214151,1129156251,100,100.0,23941939200
48,80360988474,1131309590,100,99.9,23941939200
49,82056501496,1130417680,100,99.9,23941939200
50,83734676843,1129531217,100,100.9,23941939200
51,85407769812,1128154929,100,100.1,23941939200
52,87085206489,1129437545,100,100.0,23941939200
53,88764192848,1131052578,100,100.8,23941939200
54,90446983698,1128719526,100,100.1,23941939200
55,92127558298,1128236159,100,99.2,23941939200
56,93806007629,1126848791,100,100.3,23941939200
57,95485641587,1127468200,100,100.2,23941939200
58,97165719749,1128184488,100,100.1,23941939200
59,98848719552,1130588361,100,99.9,23941939200
60,100531970248,1131122909,100,99.9,23941939200
61,102219078306,1133251597,100,99.7,23941939200
62,103901434270,1128711186,100,100.1,23941939200
63,105583432140,1128272010,100,100.1,23941939200
64,107276041352,1132454696,100,99.8,23941939200
65,108961220044,1130753413,100,99.9,23941939200
66,110642620095,1128985430,100,100.1,23941939200
67,112337748072,1129872771,100,100.0,23941939200
68,114019154402,1128278450,100,100.1,23941939200
69,115696734252,1130060284,100,100.0,23941939200
70,117411939450,1125976118,100,95.8,23941939200
71,119094743130,1132026161,100,99.8,23941939200
72,120777174695,1131192040,100,99.0,23941939200
